Location;Season;Sampling;Event number;Sample number;The number of sample;Image;FT-IR;Lost;Broken;diameter / mm;area / mm^2;estimated mass / µg;Color;Shape;Component;Remark;Product;Remark;Note
Ubon Ratchathani;Rainy Season;Regional Sampling;640;2;1;0640-0002.jpg;0640-0002-air-ATR.JDX;;;0,33;0,98;221,75;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;3;1;0640-0003.jpg;0640-0003-air-ATR.JDX;;;0,34;1,68;101,05;white;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;4;1;0640-0004.jpg;0640-0004-air-ATR.JDX;;;0,09;0,50;50,74;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;5;1;0640-0005.jpg;0640-0005-air-ATR.JDX;;?;0,39;1,31;296,11;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;6;1;0640-0006.jpg;0640-0006-air-ATR.JDX;;;1,23;1,94;-;yellow;Fragment;Not Plastic;too weak intensity;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;9;1;0640-0009.jpg;0640-0009-air-ATR.JDX;;;4,54;4,16;421,56;white;Sheet;PET;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;12;1;0640-0012.jpg;0640-0012-air-ATR.JDX;;?;0,66;1,34;-;white;Fragment;others;similar to PP;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;13;1;0640-0013.jpg;0640-0013-air-ATR.JDX;;;0,11;0,64;144,20;blue;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;15;1;0640-0015.jpg;0640-0015-air-ATR.JDX;;;0,62;1,06;107,19;transparent;Sheet;PE;??;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;16;1;0640-0016.jpg;0640-0016-air-ATR.JDX;;;0,46;1,92;194,99;transparent;Sheet;PE;??;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;17;1;0640-0017.jpg;0640-0017-air-ATR.JDX;;;0,47;1,11;112,41;white;Sheet;PE;??;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;19;1;0640-0019.jpg;0640-0019-air-ATR.JDX;;;0,71;1,25;-;white;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;20;1;0640-0020.jpg;0640-0020-air-ATR.JDX;;;0,30;0,91;34,47;white;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;21;1;0640-0021.jpg;0640-0021-air-ATR.JDX;;;0,19;0,67;68,82;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;23;1;0640-0023.jpg;0640-0023-air-ATR.JDX;;?;0,85;1,25;127,61;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;24;1;0640-0024.jpg;0640-0024-air-ATR.JDX;;;0,46;1,08;40,95;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;25;1;0640-0025.jpg;0640-0025-air-ATR.JDX;;;0,77;1,36;308,27;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;27;1;0640-0027.jpg;0640-0027-air-ATR.JDX;;;1,02;2,08;-;yellow;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;28;1;0640-0028.jpg;0640-0028-air-ATR.JDX;;;0,60;2,72;277,39;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;30;1;0640-0030.jpg;0640-0030-air-ATR.JDX;;;0,97;2,02;458,73;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;640;31;1;0640-0031.jpg;0640-0031-air-ATR.JDX;;;0,58;1,14;43,19;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;4;1;0641-0004.jpg;0641-0004-air-ATR.JDX;;?;0,13;0,59;133,49;black;Fragment;PDMS;dimethylpolysiloxane;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;5;1;0641-0005.jpg;0641-0005-air-ATR.JDX;;;0,16;1,16;263,02;white;Fragment;PE;??;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;6;1;0641-0006.jpg;0641-0006-air-ATR.JDX;;;0,27;0,73;73,70;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;7;1;0641-0007.jpg;0641-0007-air-ATR.JDX;;;0,54;1,20;122,37;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;8;1;0641-0008.jpg;0641-0008-air-ATR.JDX;;?;0,64;1,16;262,99;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;9;1;0641-0009.jpg;0641-0009-air-ATR.JDX;;;0,41;1,75;179,14;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;10;1;0641-0010.jpg;0641-0010-air-ATR.JDX;;;0,25;1,63;97,59;white;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;11;1;0641-0011.jpg;0641-0011-air-ATR.JDX;;?;0,35;0,83;84,43;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;12;1;0641-0012.jpg;0641-0012-air-ATR.JDX;;;0,21;0,75;171,23;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;13;1;0641-0013.jpg;0641-0013-air-ATR.JDX;;;0,15;0,59;22,35;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;14;1;0641-0014.jpg;0641-0014-air-ATR.JDX;;;0,24;1,98;-;white;Fiber;Not Plastic;cellulose;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;15;1;0641-0015.jpg;0641-0015-air-ATR.JDX;;;0,21;1,13;68,02;white;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;16;1;0641-0016.jpg;0641-0016-air-ATR.JDX;;;5,88;4,96;502,41;transparent;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;17;1;0641-0017.jpg;0641-0017-air-ATR.JDX;;;0,18;1,22;156,51;white;Fiber;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;18;1;0641-0018.jpg;0641-0018-air-ATR.JDX;;?;0,19;0,63;24,06;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;19;1;0641-0019.jpg;-;?;;0,25;1,50;-;orange;Fragment;-;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;20;1;0641-0020.jpg;0641-0020-air-ATR.JDX;;;4,48;10,52;1347,84;white;Fiber;PET;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;21;1;0641-0021.jpg;0641-0021-air-ATR.JDX;;;0,24;0,72;-;white;Fragment;others;similar to PP;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;641;22;1;0641-0022.jpg;0641-0022-air-ATR.JDX;;;0,30;0,75;-;white;Fragment;others;similar to PP;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;2;1;0642-0002.jpg;0642-0002-air-ATR.JDX;;;0,70;1,52;155,66;transparent;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;6;1;0642-0006.jpg;0642-0006-air-ATR.JDX;?;;0,16;1,10;146,65;white;Fragment;PS;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;7;1;0642-0007.jpg;0642-0007-air-ATR.JDX;;;0,46;2,05;464,00;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;9;1;0642-0009.jpg;0642-0009-air-ATR.JDX;;;0,43;1,09;65,40;blue;Fiber;PP;;;;Similar to blue tarpaulin
Ubon Ratchathani;Rainy Season;Regional Sampling;642;10;1;0642-0010.jpg;0642-0010-air-ATR.JDX;;;0,85;1,69;383,81;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;11;1;0642-0011.jpg;0642-0011-air-ATR.JDX;;?;0,13;0,52;52,95;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;14;1;0642-0014.jpg;0642-0014-air-ATR.JDX;;?;0,15;1,72;102,94;blue;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;15;1;0642-0015.jpg;0642-0015-air-ATR.JDX;;;0,43;2,10;475,68;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;16;1;0642-0016.jpg;0642-0016-air-ATR.JDX;;;0,29;1,52;345,79;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;17;1;0642-0017.jpg;0642-0017-air-ATR.JDX;;;1,05;1,81;183,39;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;19;1;0642-0019.jpg;0642-0019-air-ATR.JDX;;?;0,69;1,43;145,19;transparent;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;20;1;0642-0020.jpg;0642-0020-air-ATR.JDX;;;1,79;2,10;212,86;transparent;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;21;1;0642-0021.jpg;0642-0021-air-ATR.JDX;;;0,20;0,97;220,01;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;22;1;0642-0022.jpg;0642-0022-air-ATR.JDX;;;0,28;1,53;156,62;red;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;23;1;0642-0023.jpg;0642-0023-air-ATR.JDX;;?;13,55;5,23;529,44;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;24;1;0642-0024.jpg;0642-0024-air-ATR.JDX;;;0,12;1,10;112,21;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;25;1;0642-0025.jpg;0642-0025-air-ATR.JDX;;;1,15;2,00;202,17;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;26;1;0642-0026.jpg;0642-0026-air-ATR.JDX;;?;0,94;1,40;141,83;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;27;1;0642-0027.jpg;0642-0027-air-ATR.JDX;;?;0,57;1,11;112,09;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;28;1;0642-0028.jpg;0642-0028-air-ATR.JDX;;;2,19;3,91;501,29;white;Fiber;PET;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;29;1;0642-0029.jpg;0642-0029-air-ATR.JDX;;;1,59;2,00;454,23;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;30;1;0642-0030.jpg;0642-0030-air-ATR.JDX;;;1,38;2,03;205,75;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;31;1;0642-0031.jpg;0642-0031-air-ATR.JDX;;;0,60;1,32;298,71;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;32;1;0642-0032.jpg;0642-0032-air-ATR.JDX;;;0,42;1,61;96,55;white;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;33;1;0642-0033.jpg;0642-0033-air-ATR.JDX;;;0,27;0,71;161,38;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;34;1;0642-0034.jpg;0642-0034-air-ATR.JDX;;;0,56;1,06;239,77;blue;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;35;1;0642-0035.jpg;0642-0035-air-ATR.JDX;;?;0,12;0,82;83,29;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;36;1;0642-0036.jpg;0642-0036-air-ATR.JDX;;;0,46;1,39;314,69;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;37;1;0642-0037.jpg;0642-0037-air-ATR.JDX;;;0,62;1,04;236,36;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;38;1;0642-0038.jpg;0642-0038-air-ATR.JDX;;;0,91;2,40;545,31;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;39;1;0642-0039.jpg;0642-0039-air-ATR.JDX;;;0,55;1,32;300,09;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;40;1;0642-0040.jpg;0642-0040-air-ATR.JDX;;;0,44;1,57;356,15;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;41;1;0642-0041.jpg;0642-0041-air-ATR.JDX;;?;0,12;0,55;55,80;transparent;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;42;1;0642-0042.jpg;-;?;;0,17;0,58;-;white;Fragment;-;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;43;1;0642-0043.jpg;0642-0043-air-ATR.JDX;;;0,53;1,20;121,79;transparent;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;44;1;0642-0044.jpg;0642-0044-air-ATR.JDX;;;0,24;0,80;82,11;transparent;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;45;1;0642-0045.jpg;0642-0045-air-ATR.JDX;;;0,20;0,63;23,79;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;46;1;0642-0046.jpg;0642-0046-air-ATR.JDX;;;0,15;0,63;143,31;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;47;1;0642-0047.jpg;0642-0047-air-ATR.JDX;;;1,05;2,28;231,26;transparent;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;48;1;0642-0048.jpg;0642-0048-air-ATR.JDX;;?;1,48;2,51;254,41;transparent;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;49;1;0642-0049.jpg;0642-0049-air-ATR.JDX;;?;0,88;1,68;63,91;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;50;1;0642-0050.jpg;0642-0050-air-ATR.JDX;;;0,90;2,61;156,84;white;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;51;1;0642-0051.jpg;0642-0051-air-ATR.JDX;;?;0,73;1,62;368,47;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;52;1;0642-0052.jpg;0642-0052-air-ATR.JDX;;;0,41;1,84;416,30;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;53;1;0642-0053.jpg;0642-0053-air-ATR.JDX;?;?;0,15;0,56;-;white;Fragment;Not Plastic;inorganic matter;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;54;1;0642-0054.jpg;0642-0054-air-ATR.JDX;;;0,20;0,71;71,55;transparent;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;55;1;0642-0055.jpg;0642-0055-air-ATR.JDX;;;0,27;1,18;268,42;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;642;56;1;0642-0056.jpg;0642-0056-air-ATR.JDX;?;;0,19;0,59;-;white;Fragment;Not Plastic;inorganic matter;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;1;1;0643-0001.jpg;0643-0001-air-ATR.JDX;;;0,70;2,01;120,34;blue;Fiber;PP;;;;Similar to blue tarpaulin
Ubon Ratchathani;Rainy Season;Regional Sampling;643;2;1;0643-0002.jpg;0643-0002-air-ATR.JDX;;;0,12;0,55;56,06;red;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;3;1;0643-0003.jpg;0643-0003-air-ATR.JDX;;?;6,70;4,34;164,87;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;4;1;0643-0004.jpg;0643-0004-air-ATR.JDX;;;1,45;1,98;448,99;blue;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;5;1;0643-0005.jpg;0643-0005-air-ATR.JDX;;;2,87;3,14;188,37;blue;Fiber;PP;;;;Similar to blue tarpaulin
Ubon Ratchathani;Rainy Season;Regional Sampling;643;6;1;0643-0006.jpg;0643-0006-air-ATR.JDX;;;0,52;1,28;291,02;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;7;1;0643-0007.jpg;0643-0007-air-ATR.JDX;;?;0,83;1,35;137,84;green;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;8;1;0643-0008.jpg;0643-0008-air-ATR.JDX;;;0,14;0,71;161,86;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;9;1;0643-0009.jpg;0643-0009-air-ATR.JDX;;;0,11;1,21;-;white;Fiber;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;10;1;0643-0010.jpg;0643-0010-air-ATR.JDX;;;1,70;2,67;273,02;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;11;1;0643-0011.jpg;0643-0011-air-ATR.JDX;;;1,86;5,81;743,83;white;Fiber;PET;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;13;1;0643-0013.jpg;0643-0013-air-ATR.JDX;;;2,21;0,43;-;multicolor;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;14;1;0643-0014.jpg;0643-0014-air-ATR.JDX;;;6,33;5,11;1158,83;black;Fragment;PE;??;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;15;1;0643-0015.jpg;0643-0015-air-ATR.JDX;;;6,46;18,58;339,94;white;Fragment;PS;;Styrofoam;Unknown;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;16;1;0643-0016.jpg;0643-0016-air-ATR.JDX;;;0,90;0,32;12,04;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;17;1;0643-0017.jpg;0643-0017-air-ATR.JDX;;;0,85;0,29;29,30;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;19;1;0643-0019.jpg;0643-0019-air-ATR.JDX;;;1,45;0,58;-;multicolor;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;20;1;0643-0020.jpg;0643-0020-air-ATR.JDX;?;?;1,13;0,59;-;yellow;Fragment;Not Plastic;inorganic matter;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;21;1;0643-0021.jpg;0643-0021-air-ATR.JDX;;;0,61;0,16;-;orange;Fragment;Not Plastic;inorganic matter;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;22;1;0643-0022.jpg;0643-0022-air-ATR.JDX;;;3,59;2,38;540,76;brown;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;23;1;0643-0023.jpg;0643-0023-air-ATR.JDX;;;3,20;3,90;397,99;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;24;1;0643-0024.jpg;0643-0024-air-ATR.JDX;;;1,01;0,47;17,99;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;25;1;0643-0025.jpg;0643-0025-air-ATR.JDX;;;3,81;2,47;-;multicolor;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;26;1;0643-0026.jpg;0643-0026-air-ATR.JDX;;;1,60;1,24;-;brown;Fragment;Not Plastic;No similar plastics;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;27;1;0643-0027.jpg;0643-0027-air-ATR.JDX;;;1,56;0,35;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;28;1;0643-0028.jpg;0643-0028-air-ATR.JDX;;;0,99;0,37;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;29;1;0643-0029.jpg;0643-0029-air-ATR.JDX;;;0,54;0,11;11,37;blue;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;31;1;0643-0031.jpg;0643-0031-air-ATR.JDX;;;0,94;0,15;19,34;transparent;Fragment;PS;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;32;1;0643-0032.jpg;0643-0032-air-ATR.JDX;;;3,88;1,46;87,58;white;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;33;1;0643-0033.jpg;0643-0033-air-ATR.JDX;;;1,54;0,48;109,23;brown;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;34;1;0643-0034.jpg;0643-0034-air-ATR.JDX;;;0,58;0,18;18,56;green;Fragment;PP;;Artificial Turf;Injection-molded type;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;35;1;0643-0035.jpg;0643-0035-air-ATR.JDX;;;0,72;0,17;17,41;blue;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;36;1;0643-0036.jpg;0643-0036-air-ATR.JDX;;;0,44;0,07;-;red;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;37;1;0643-0037.jpg;0643-0037-air-ATR.JDX;?;;2,47;0,20;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;38;1;0643-0038.jpg;0643-0038-air-ATR.JDX;;;2,52;1,13;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;39;1;0643-0039.jpg;0643-0039-air-ATR.JDX;;;2,64;3,23;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;40;1;0643-0040.jpg;0643-0040-air-ATR.JDX;;?;1,23;0,65;-;black;Fragment;Not Plastic;inorganic matter;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;41;1;0643-0041.jpg;0643-0041-air-ATR.JDX;;;0,78;0,31;-;white;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;42;1;0643-0042.jpg;0643-0042-air-ATR.JDX;;;1,77;0,49;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;43;1;0643-0043.jpg;0643-0043-air-ATR.JDX;;;1,37;0,73;165,20;multicolor;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;44;1;0643-0044.jpg;0643-0044-air-ATR.JDX;;;2,81;0,79;-;white;Fiber;Not Plastic;cellulose;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;46;1;0643-0046.jpg;0643-0046-air-ATR.JDX;;;2,86;1,35;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;47;1;0643-0047.jpg;0643-0047-air-ATR.JDX;;?;1,21;0,60;60,98;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;48;1;0643-0048.jpg;0643-0048-air-ATR.JDX;;;1,41;0,24;24,83;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;49;1;0643-0049.jpg;0643-0049-air-ATR.JDX;;;1,45;0,92;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;50;1;0643-0050.jpg;0643-0050-air-ATR.JDX;;;0,93;0,34;77,74;brown;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;52;1;0643-0052.jpg;0643-0052-air-ATR.JDX;;;2,12;0,36;21,82;white;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;53;1;0643-0053.jpg;0643-0053-air-ATR.JDX;;?;1,39;1,11;113,73;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;54;1;0643-0054.jpg;0643-0054-air-ATR.JDX;;;5,02;6,23;236,77;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;56;1;0643-0056.jpg;0643-0056-air-ATR.JDX;;;1,91;1,29;48,99;transparent;Sheet;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;57;1;0643-0057.jpg;0643-0057-air-ATR.JDX;;;0,67;0,15;15,75;red;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;58;1;0643-0058.jpg;0643-0058-air-ATR.JDX;;;2,01;2,00;453,95;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;59;1;0643-0059.jpg;0643-0059-air-ATR.JDX;;;1,13;0,42;95,91;white;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;60;1;0643-0060.jpg;0643-0060-air-ATR.JDX;;?;1,81;1,12;114,57;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;61;1;0643-0061.jpg;0643-0061-air-ATR.JDX;;;0,84;0,31;31,22;green;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;62;1;0643-0062.jpg;0643-0062-air-ATR.JDX;;;1,03;0,55;56,17;white;Fragment;PP;??;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;63;1;0643-0063.jpg;0643-0063-air-ATR.JDX;;;0,88;0,24;24,51;white;Sheet;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;64;1;0643-0064.jpg;0643-0064-air-ATR.JDX;?;;0,73;0,18;18,15;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;65;1;0643-0065.jpg;0643-0065-air-ATR.JDX;;;0,80;0,34;34,72;white;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;67;1;0643-0067.jpg;0643-0067-air-ATR.JDX;;;2,00;0,74;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;68;1;0643-0068.jpg;0643-0068-air-ATR.JDX;;;1,48;0,52;118,74;transparent;Fragment;PE;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;69;1;0643-0069.jpg;0643-0069-air-ATR.JDX;?;;0,64;0,13;-;red;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;70;1;0643-0070.jpg;0643-0070-air-ATR.JDX;;;1,65;0,24;24,78;transparent;Fragment;PP;;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;71;1;0643-0071.jpg;0643-0071-air-ATR.JDX;;;2,25;2,64;-;brown;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;72;1;0643-0072.jpg;0643-0072-air-ATR.JDX;;;1,66;1,42;-;brown;Fragment;Not Plastic;Organic matter;;;
Ubon Ratchathani;Rainy Season;Regional Sampling;643;73;1;0643-0073.jpg;0643-0073-air-ATR.JDX;;?;1,82;1,53;-;yellow;Fragment;others;similar to PE;;;
Ubon Ratchathani;Rainy Season;Accumulation Sampling;644;1;1;0644-0001.jpg;0644-0001-air-ATR.JDX;;;4,48;1,56;199,95;white;Fiber;PET;;;;
Ubon Ratchathani;Rainy Season;Accumulation Sampling;644;2;1;0644-0002.jpg;0644-0002-air-ATR.JDX;;;1,02;0,02;1,42;blue;Fiber;PP;;;;
Ubon Ratchathani;Rainy Season;Accumulation Sampling;644;3;1;0644-0003.jpg;0644-0003-air-ATR.JDX;;?;0,85;0,18;-;white;Fragment;others;similar to PE;;;
