Location;Season;Sampling;Event number;Sample number;The number of sample;Image;FT-IR;Lost;Broken;diameter / mm;area / mm^2;estimated mass / µg;Color;Shape;Component;Remark;Product;Remark;Note
Cha Tho;Dry Season;Accumulation Sampling;544;29;1;0544-0029.jpg;0544-0029-air-ATR.JDX;;?;0,72;0,30;-;orange;Fragment;Not Plastic;inorganic matter;;;
Cha Tho;Dry Season;Accumulation Sampling;544;30;1;0544-0030.jpg;0544-0030-air-ATR.JDX;?;?;0,83;0,27;4,91;yellow;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;31;1;0544-0031.jpg;0544-0031-air-ATR.JDX;?;?;0,72;0,13;-;yellow;Fragment;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;32;1;0544-0032.jpg;0544-0032-air-ATR.JDX;;?;0,66;0,22;-;yellow;Fragment;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;33;1;0544-0033.jpg;0544-0033-air-ATR.JDX;;;1,86;0,92;-;black;Fragment;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;34;1;0544-0034.jpg;0544-0034-air-ATR.JDX;;?;0,96;0,21;3,85;yellow;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;35;1;0544-0035.jpg;0544-0035-air-ATR.JDX;;;2,15;0,30;38,63;white;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;36;1;0544-0036.jpg;0544-0036-air-ATR.JDX;?;?;0,66;0,06;7,10;white;Fiber;PE;??;;;
Cha Tho;Dry Season;Accumulation Sampling;544;37;1;0544-0037.jpg;0544-0037-air-ATR.JDX;?;?;0,25;0,04;-;orange;Fiber;Not Plastic;inorganic matter;;;
Cha Tho;Dry Season;Accumulation Sampling;544;38;1;-;-;?;;-;-;-;-;-;-;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;39;1;0544-0039.jpg;0544-0039-air-ATR.JDX;;;8,25;14,19;1817,59;multicolor;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;40;1;0544-0040.jpg;0544-0040-air-ATR.JDX;;;7,82;1,63;209,24;white;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;41;1;0544-0041.jpg;0544-0041-air-ATR.JDX;;;4,27;0,57;72,49;green;Fiber;PE;??;Artificial Turf;Extrude type;
Cha Tho;Dry Season;Accumulation Sampling;544;42;1;0544-0042.jpg;0544-0042-air-ATR.JDX;;?;1,48;0,73;13,37;yellow;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;43;1;0544-0043.jpg;0544-0043-air-ATR.JDX;;?;0,98;0,44;8,01;yellow;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;44;1;0544-0044.jpg;0544-0044-air-ATR.JDX;;;1,03;0,32;-;black;Fragment;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;45;1;-;-;?;;-;-;-;-;-;-;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;46;1;0544-0046.jpg;0544-0046-air-ATR.JDX;;;3,27;1,81;-;white;Sheet;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;47;1;0544-0047.jpg;0544-0047-air-ATR.JDX;;?;1,78;0,92;16,89;white;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;48;1;0544-0048.jpg;0544-0048-air-ATR.JDX;;;0,66;0,13;17,13;white;Fragment;PS;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;49;1;0544-0049.jpg;0544-0049-air-ATR.JDX;;?;0,91;0,28;5,18;white;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;50;1;0544-0050.jpg;0544-0050-air-ATR.JDX;;?;0,48;0,13;17,81;white;Fragment;PS;??;;;
Cha Tho;Dry Season;Accumulation Sampling;544;51;1;0544-0051.jpg;0544-0051-air-ATR.JDX;;;0,78;0,31;5,64;white;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;52;1;0544-0052.jpg;0544-0052-air-ATR.JDX;;;1,77;1,36;24,87;white;Fragment;PS;??;Styrofoam;Unknown;
Cha Tho;Dry Season;Accumulation Sampling;544;53;1;0544-0053.jpg;0544-0053-air-ATR.JDX;;;1,00;0,17;22,19;white;Fragment;PS;??;;;
Cha Tho;Dry Season;Accumulation Sampling;544;54;1;0544-0054.jpg;0544-0054-air-ATR.JDX;;?;1,75;1,47;26,99;white;Fragment;PS;??;Styrofoam;Unknown;
Cha Tho;Dry Season;Accumulation Sampling;544;55;1;0544-0055.jpg;0544-0055-air-ATR.JDX;;;1,78;1,13;20,63;white;Fragment;PS;??;Styrofoam;Unknown;
Cha Tho;Dry Season;Accumulation Sampling;544;56;1;0544-0056.jpg;0544-0056-air-ATR.JDX;;;3,27;0,25;31,74;white;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;57;1;0544-0057.jpg;0544-0057-air-ATR.JDX;;;8,74;1,09;139,77;white;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;58;1;0544-0058.jpg;0544-0058-air-ATR.JDX;;;14,90;4,60;589,00;white;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;59;1;0544-0059.jpg;0544-0059-air-ATR.JDX;;;3,38;3,29;-;yellow;Fragment;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;60;1;0544-0060.jpg;0544-0060-air-ATR.JDX;;;6,53;0,50;63,73;white;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;61;1;0544-0061.jpg;0544-0061-air-ATR.JDX;;;2,04;0,46;-;white;Fiber;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;62;1;0544-0062.jpg;0544-0062-air-ATR.JDX;;;0,56;0,14;19,27;transparent;Fragment;PS;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;63;1;0544-0063.jpg;0544-0063-air-ATR.JDX;;;0,62;0,18;-;white;Fragment;Not Plastic;too weak intensity;;;
Cha Tho;Dry Season;Accumulation Sampling;544;64;1;0544-0064.jpg;0544-0064-air-ATR.JDX;;;3,66;6,14;44,20;white;Fragment;PS;??;Styrofoam;EPS;
Cha Tho;Dry Season;Accumulation Sampling;544;65;1;0544-0065.jpg;0544-0065-air-ATR.JDX;;;1,96;1,52;27,90;white;Fragment;PS;??;Styrofoam;PSP;
Cha Tho;Dry Season;Accumulation Sampling;544;66;1;0544-0066.jpg;0544-0066-air-ATR.JDX;;;2,52;0,78;-;white;Fiber;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;67;1;0544-0067.jpg;0544-0067-air-ATR.JDX;;;13,82;1,40;179,65;white;Fiber;Nylon;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;68;1;0544-0068.jpg;0544-0068-air-ATR.JDX;?;?;0,42;0,11;-;yellow;Fragment;Not Plastic;;;;
Cha Tho;Dry Season;Accumulation Sampling;544;69;1;0544-0069.jpg;0544-0069-air-ATR.JDX;;;1,24;0,29;-;yellow;Fiber;others;Unknown;;;
Cha Tho;Dry Season;Accumulation Sampling;544;70;1;0544-0070.jpg;0544-0070-air-ATR.JDX;;;0,80;0,27;35,84;yellow;Sheet;PS;??;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;1;1;0546-0001.jpg;0546-0001-air-ATR.JDX;;;3,58;2,83;169,67;green;Fiber;PP;;Artificial Turf;Extrude type;
Chiang Rai;Dry Season;Accumulation Sampling;546;2;1;0546-0002.jpg;0546-0002-air-ATR.JDX;;;2,60;1,79;107,63;green;Fiber;PP;;Artificial Turf;Extrude type;
Chiang Rai;Dry Season;Accumulation Sampling;546;3;1;0546-0003.jpg;0546-0003-air-ATR.JDX;;;2,59;2,00;204,50;green;Fragment;PP;??;Artificial Turf;Extrude type;
Chiang Rai;Dry Season;Accumulation Sampling;546;4;1;0546-0004.jpg;0546-0004-air-ATR.JDX;;;2,76;0,91;54,47;green;Fiber;PP;;Artificial Turf;Extrude type;
Chiang Rai;Dry Season;Accumulation Sampling;546;5;1;0546-0005.jpg;0546-0005-air-ATR.JDX;;;2,57;1,05;107,18;green;Fragment;PP;;Artificial Turf;Injection-molded type;
Chiang Rai;Dry Season;Accumulation Sampling;546;6;1;0546-0006.jpg;0546-0006-air-ATR.JDX;;;1,71;1,09;41,41;blue;Sheet;PP;;;;Similar to blue tarpaulin
Chiang Rai;Dry Season;Accumulation Sampling;546;7;1;0546-0007.jpg;0546-0007-air-ATR.JDX;;;0,68;0,24;24,49;green;Fragment;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;11;1;0546-0011.jpg;0546-0011-air-ATR.JDX;;;0,97;0,36;36,63;green;Fragment;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;13;1;0546-0013.jpg;0546-0013-air-ATR.JDX;;;2,30;1,21;123,54;green;Fragment;PP;;Artificial Turf;Injection-molded type;
Chiang Rai;Dry Season;Accumulation Sampling;546;14;1;0546-0014.jpg;0546-0014-air-ATR.JDX;;;3,06;1,34;80,14;green;Fiber;PP;;Artificial Turf;Injection-molded type;
Chiang Rai;Dry Season;Accumulation Sampling;546;15;1;0546-0015.jpg;0546-0015-air-ATR.JDX;;;0,97;0,43;44,39;green;Fragment;PP;;Artificial Turf;Injection-molded type;
Chiang Rai;Dry Season;Accumulation Sampling;546;17;1;0546-0017.jpg;0546-0017-air-ATR.JDX;;;1,24;0,35;35,47;green;Fragment;PP;;Artificial Turf;Injection-molded type;
Chiang Rai;Dry Season;Accumulation Sampling;546;18;1;0546-0018.jpg;0546-0018-air-ATR.JDX;;;1,30;0,33;-;green;Fragment;others;similar to alkyd resin;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;20;1;0546-0020.jpg;0546-0020-air-ATR.JDX;;;0,97;0,27;27,87;green;Fragment;PP;??;Artificial Turf;Injection-molded type;
Chiang Rai;Dry Season;Accumulation Sampling;546;22;1;0546-0022.jpg;0546-0022-air-ATR.JDX;;;0,93;0,46;-;green;Fragment;others;similar to PP;Artificial Turf;Injection-molded type;
Chiang Rai;Dry Season;Accumulation Sampling;546;24;1;0546-0024.jpg;0546-0024-air-ATR.JDX;;;2,93;2,48;252,76;green;Fragment;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;25;1;0546-0025.jpg;0546-0025-air-ATR.JDX;;;0,74;0,16;36,93;blue;Fragment;PE;;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;28;1;0546-0028.jpg;0546-0028-air-ATR.JDX;;;0,54;0,09;9,64;green;Fragment;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;29;1;0546-0029.jpg;0546-0029-air-ATR.JDX;;;2,87;1,14;115,37;transparent;Sheet;Nylon;;;;
Chiang Rai;Dry Season;Accumulation Sampling;546;30;1;0546-0030.jpg;0546-0030-air-ATR.JDX;;;2,01;1,68;171,84;white;Fragment;PP;??;;;
Chiang Rai;Dry Season;Regional Sampling;547;2;1;0547-0002.jpg;0547-0002-air-ATR.JDX;;;1,24;0,32;32,47;purple;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;547;4;1;0547-0004.jpg;0547-0004-air-ATR.JDX;;;0,96;0,34;34,87;red;Sheet;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;548;1;1;0548-0001.jpg;0548-0001-air-ATR.JDX;;;10,67;3,57;214,09;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;4;1;0548-0004.jpg;0548-0004-air-ATR.JDX;;;3,74;1,77;180,48;white;Fragment;PP;??;;;
Chiang Rai;Dry Season;Regional Sampling;548;5;1;0548-0005.jpg;0548-0005-air-ATR.JDX;;;5,59;1,33;80,07;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;7;1;0548-0007.jpg;0548-0007-air-ATR.JDX;;;1,81;0,96;97,66;white;Sheet;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;548;8;1;0548-0008.jpg;0548-0008-air-ATR.JDX;;?;1,70;0,75;28,54;white;Sheet;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;9;1;0548-0009.jpg;0548-0009-air-ATR.JDX;;;1,57;0,63;23,98;white;Sheet;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;10;1;0548-0010.jpg;0548-0010-air-ATR.JDX;;;0,80;0,31;-;transparent;Fragment;Not Plastic;inorganic matter;;;
Chiang Rai;Dry Season;Regional Sampling;548;11;1;0548-0011.jpg;0548-0011-air-ATR.JDX;;;1,59;0,27;15,93;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;12;1;0548-0012.jpg;0548-0012-air-ATR.JDX;;;0,96;0,23;29,05;white;Fiber;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;548;13;1;0548-0013.jpg;0548-0013-air-ATR.JDX;;;0,89;0,39;88,30;white;Fragment;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;548;14;1;0548-0014.jpg;0548-0014-air-ATR.JDX;;;0,86;0,09;11,31;white;Fiber;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;548;15;1;0548-0015.jpg;0548-0015-air-ATR.JDX;?;;0,64;0,16;6,17;transparent;Sheet;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;16;1;0548-0016.jpg;0548-0016-air-ATR.JDX;;?;0,57;0,10;3,77;transparent;Sheet;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;17;1;0548-0017.jpg;0548-0017-air-ATR.JDX;;;1,64;0,21;12,56;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;18;1;0548-0018.jpg;0548-0018-air-ATR.JDX;;?;1,00;0,27;27,16;transparent;Sheet;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;548;19;1;0548-0019.jpg;0548-0019-air-ATR.JDX;;;1,72;0,60;135,42;white;Fragment;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;548;20;1;0548-0020.jpg;0548-0020-air-ATR.JDX;;;1,68;0,20;12,09;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;21;1;0548-0021.jpg;0548-0021-air-ATR.JDX;;;0,77;0,26;-;yellow;Fragment;others;similar to poly(vinyl stearate);;;
Chiang Rai;Dry Season;Regional Sampling;548;22;1;0548-0022.jpg;0548-0022-air-ATR.JDX;;;1,68;1,15;21,05;white;Fragment;PS;;Styrofoam;PSP;
Chiang Rai;Dry Season;Regional Sampling;548;23;1;0548-0023.jpg;0548-0023-air-ATR.JDX;;;0,85;0,12;7,33;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;548;24;1;0548-0024.jpg;0548-0024-air-ATR.JDX;;;3,82;1,49;-;white;Fiber;Not Plastic;cellulose;;;
Chiang Rai;Dry Season;Regional Sampling;548;25;1;0548-0025.jpg;0548-0025-air-ATR.JDX;;;1,60;0,56;71,15;black;Fiber;PET;;;;
Chiang Rai;Dry Season;Regional Sampling;549;3;1;0549-0003.jpg;0549-0003-air-ATR.JDX;;;6,34;10,08;604,97;multicolor;Fiber;PP;??;;;
Chiang Rai;Dry Season;Regional Sampling;549;4;1;0549-0004.jpg;0549-0004-air-ATR.JDX;;;2,16;1,18;-;black;Fragment;Not Plastic;no distinct peaks;;;
Chiang Rai;Dry Season;Regional Sampling;549;6;1;0549-0006.jpg;0549-0006-air-ATR.JDX;;?;1,35;0,40;23,71;green;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;2;1;0550-0002.jpg;0550-0002-air-ATR.JDX;;;2,68;1,46;148,80;blue;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;3;1;0550-0003.jpg;0550-0003-air-ATR.JDX;;;1,77;0,55;56,66;white;Fragment;PP;??;;;
Chiang Rai;Dry Season;Regional Sampling;550;4;1;0550-0004.jpg;0550-0004-air-ATR.JDX;;;0,70;0,29;29,78;white;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;5;1;0550-0005.jpg;0550-0005-air-ATR.JDX;;?;-;0,13;13,42;white;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;6;1;0550-0006.jpg;0550-0006-air-ATR.JDX;;?;0,93;0,14;14,21;white;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;7;1;0550-0007.jpg;0550-0007-air-ATR.JDX;;;3,44;0,47;28,35;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;8;1;0550-0008.jpg;0550-0008-air-ATR.JDX;;;1,25;0,67;68,51;white;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;9;1;0550-0009.jpg;0550-0009-air-ATR.JDX;;;3,01;2,90;110,30;black;Sheet;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;550;10;1;0550-0010.jpg;0550-0010-air-ATR.JDX;;;1,34;0,53;119,49;green;Fragment;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;550;11;1;0550-0011.jpg;0550-0011-air-ATR.JDX;;;0,85;0,31;5,74;white;Fragment;PS;;Styrofoam;PSP;
Chiang Rai;Dry Season;Regional Sampling;550;12;1;0550-0012.jpg;0550-0012-air-ATR.JDX;;;2,76;2,76;280,01;white;Sheet;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;551;6;1;0551-0006.jpg;0551-0006-air-ATR.JDX;;?;0,15;0,01;-;blue;Fragment;others;can not be idenfied;;;
Chiang Rai;Dry Season;Regional Sampling;551;9;1;0551-0009.jpg;0551-0009-air-ATR.JDX;;?;1,32;0,70;-;blue;Sheet;others;similar to PE;;;
Chiang Rai;Dry Season;Regional Sampling;551;10;1;0551-0010.jpg;0551-0010-air-ATR.JDX;;?;1,82;1,17;118,50;blue;Sheet;PE;;;;Similar to blue tarpaulin
Chiang Rai;Dry Season;Regional Sampling;551;14;1;0551-0014.jpg;0551-0014-air-ATR.JDX;;;0,77;0,21;48,54;blue;Fragment;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;551;16;1;0551-0016.jpg;0551-0016-air-ATR.JDX;;?;0,98;0,30;68,80;blue;Fragment;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;551;17;1;0551-0017.jpg;0551-0017-air-ATR.JDX;;;0,65;0,13;28,47;blue;Fragment;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;551;18;1;0551-0018.jpg;0551-0018-air-ATR.JDX;;;0,62;0,11;11,12;blue;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;551;20;1;0551-0020.jpg;0551-0020-air-ATR.JDX;;;2,62;1,02;61,42;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;551;21;1;0551-0021.jpg;0551-0021-air-ATR.JDX;;;2,29;2,07;78,77;white;Sheet;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;551;22;1;0551-0022.jpg;0551-0022-air-ATR.JDX;;;0,57;0,08;8,48;green;Fragment;PP;;Artificial Turf;Unknown;
Chiang Rai;Dry Season;Regional Sampling;551;23;1;-;-;?;;-;-;-;-;-;-;;;;
Chiang Rai;Dry Season;Regional Sampling;551;24;1;0551-0024.jpg;0551-0024-air-ATR.JDX;;;0,65;0,14;31,67;blue;Fragment;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;552;1;1;0552-0001.jpg;0552-0001-air-ATR.JDX;;;16,27;17,38;1042,78;green;Fiber;PP;;Artificial Turf;Extrude type;
Chiang Rai;Dry Season;Regional Sampling;552;2;1;0552-0002.jpg;0552-0002-air-ATR.JDX;;;6,36;5,08;-;yellow;Fragment;Not Plastic;plant;;;
Chiang Rai;Dry Season;Regional Sampling;552;3;1;0552-0003.jpg;0552-0003-air-ATR.JDX;;;3,61;9,62;974,38;white;Pellet;PE;;;;
Chiang Rai;Dry Season;Regional Sampling;552;4;1;0552-0004.jpg;0552-0004-air-ATR.JDX;;;5,03;3,10;186,04;green;Fiber;PP;;Artificial Turf;Unknown;
Chiang Rai;Dry Season;Regional Sampling;552;5;1;0552-0005.jpg;0552-0005-air-ATR.JDX;;?;2,65;0,50;-;black;Fiber;Not Plastic;too weak intensity;;;
Chiang Rai;Dry Season;Regional Sampling;552;7;1;0552-0007.jpg;0552-0007-air-ATR.JDX;;;4,29;4,66;279,54;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;552;9;1;0552-0009.jpg;0552-0009-air-ATR.JDX;;;4,46;3,17;190,41;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;552;10;1;0552-0010.jpg;0552-0010-air-ATR.JDX;;?;2,31;0,13;-;black;Fiber;Not Plastic;too weak intensity;;;
Chiang Rai;Dry Season;Regional Sampling;552;11;1;0552-0011.jpg;0552-0011-air-ATR.JDX;;;1,08;0,37;38,23;blue;Fragment;PP;;;;
Chiang Rai;Dry Season;Regional Sampling;552;12;1;0552-0012.jpg;0552-0012-air-ATR.JDX;;;2,14;1,33;-;black;Fragment;Not Plastic;protein;;;
Chiang Rai;Dry Season;Regional Sampling;552;13;1;0552-0013.jpg;0552-0013-air-ATR.JDX;;;7,51;1,04;-;yellow;Fiber;Not Plastic;too weak intensity;;;
Chiang Rai;Dry Season;Regional Sampling;552;14;1;0552-0014.jpg;0552-0014-air-ATR.JDX;;;3,08;0,31;-;white;Fiber;others;similar to PVC;;;
Chiang Rai;Dry Season;Regional Sampling;552;15;1;0552-0015.jpg;0552-0015-air-ATR.JDX;;;1,19;0,33;12,65;purple;Sheet;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;1;1;0553-0001.jpg;0553-0001-air-ATR.JDX;;;1,81;0,90;90,88;white;Sheet;PE;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;2;1;0553-0002.jpg;0553-0002-air-ATR.JDX;;;1,76;0,52;-;yellow;Fiber;Not Plastic;cellulose;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;3;1;0553-0003.jpg;0553-0003-air-ATR.JDX;;;8,45;2,68;343,14;blue;Fiber;PE;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;5;1;0553-0005.jpg;0553-0005-air-ATR.JDX;;;1,20;0,70;26,63;green;Sheet;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;6;1;0553-0006.jpg;0553-0006-air-ATR.JDX;;;2,20;1,89;71,89;transparent;Sheet;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;13;1;0553-0013.jpg;0553-0013-air-ATR.JDX;;;2,72;2,14;216,89;blue;Sheet;PE;;;;Similar to blue tarpaulin
Chiang Rai;Dry Season;Accumulation Sampling;553;14;1;0553-0014.jpg;0553-0014-air-ATR.JDX;;;0,99;0,47;17,93;transparent;Sheet;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;16;1;0553-0016.jpg;0553-0016-air-ATR.JDX;;;1,41;0,63;64,16;white;Fragment;PP;??;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;19;1;-;-;?;;-;-;-;-;-;-;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;20;1;0553-0020.jpg;0553-0020-air-ATR.JDX;;;2,98;0,81;48,43;white;Fiber;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;553;21;1;0553-0021.jpg;0553-0021-air-ATR.JDX;;?;1,56;0,11;14,06;white;Fiber;Nylon;;;;
Chiang Rai;Dry Season;Accumulation Sampling;554;1;1;0554-0001.jpg;0554-0001-air-ATR.JDX;;;5,54;9,41;1205,38;white;Fiber;PET;;;;
Chiang Rai;Dry Season;Accumulation Sampling;555;1;1;0555-0001.jpg;0555-0001-air-ATR.JDX;;;5,08;4,60;-;white;Fiber;Not Plastic;Unknown;;;
Chiang Rai;Dry Season;Accumulation Sampling;555;2;1;0555-0002.jpg;0555-0002-air-ATR.JDX;;;1,36;0,92;-;red;Fragment;Not Plastic;cellulose;;;
Chiang Rai;Dry Season;Accumulation Sampling;555;3;1;0555-0003.jpg;0555-0003-air-ATR.JDX;;;4,22;3,06;312,13;white;Fragment;PP;;;;
Chiang Rai;Dry Season;Accumulation Sampling;555;5;1;0555-0005.jpg;0555-0005-air-ATR.JDX;;;1,12;0,11;6,79;green;Fiber;PP;;Artificial Turf;Extrude type;
Chiang Rai;Dry Season;Accumulation Sampling;555;7;1;0555-0007.jpg;0555-0007-air-ATR.JDX;;?;0,52;0,11;11,52;green;Fragment;PP;;Artificial Turf;Injection-molded type;
Pnom Penh;Rainy Season;Regional Sampling;615;1;1;0615-0001.jpg;0615-0001-air-ATR.JDX;;;19,64;9,59;175,58;white;Sheet;PS;??;Styrofoam;PSP;
Pnom Penh;Rainy Season;Regional Sampling;615;2;1;0615-0002.jpg;0615-0002-air-ATR.JDX;;?;0,18;0,83;187,66;blue;Fragment;PE;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;4;1;0615-0004.jpg;0615-0004-air-ATR.JDX;;;0,61;1,29;132,01;green;Fragment;PP;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;5;1;0615-0005.jpg;0615-0005-air-ATR.JDX;;;0,59;1,44;325,72;yellow;Fragment;PE;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;6;1;0615-0006.jpg;0615-0006-air-ATR.JDX;;;4,79;5,40;323,88;white;Fiber;PP;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;7;1;0615-0007.jpg;0615-0007-air-ATR.JDX;;;6,66;4,88;1106,19;transparent;Fragment;PE;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;8;1;0615-0008.jpg;0615-0008-air-ATR.JDX;;;1,85;2,34;88,75;white;Sheet;PP;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;9;1;0615-0009.jpg;0615-0009-air-ATR.JDX;;;1,19;1,62;61,60;white;Sheet;PP;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;10;1;0615-0010.jpg;0615-0010-air-ATR.JDX;;;0,68;1,50;153,12;green;Fragment;PP;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;11;1;0615-0011.jpg;0615-0011-air-ATR.JDX;;?;0,26;0,92;93,67;white;Fragment;PP;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;12;1;0615-0012.jpg;0615-0012-air-ATR.JDX;;;2,06;2,24;226,76;white;Sheet;PE;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;13;1;0615-0013.jpg;0615-0013-air-ATR.JDX;;;1,72;2,64;48,39;white;Fragment;PS;;Styrofoam;PSP;
Pnom Penh;Rainy Season;Regional Sampling;615;14;1;0615-0014.jpg;0615-0014-air-ATR.JDX;;;2,36;2,30;233,04;white;Sheet;PE;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;15;1;0615-0015.jpg;0615-0015-air-ATR.JDX;;;2,33;3,09;56,52;white;Fragment;PS;;Styrofoam;PSP;
Pnom Penh;Rainy Season;Regional Sampling;615;16;1;0615-0016.jpg;0615-0016-air-ATR.JDX;;;1,55;2,32;42,40;white;Fragment;PS;;Styrofoam;PSP;
Pnom Penh;Rainy Season;Regional Sampling;615;17;1;0615-0017.jpg;0615-0017-air-ATR.JDX;;;1,05;2,68;160,80;white;Fiber;PP;;;;
Pnom Penh;Rainy Season;Regional Sampling;615;18;1;0615-0018.jpg;0615-0018-air-ATR.JDX;;;2,25;2,00;-;yellow;Sheet;others;similar to EVA;;;
Pnom Penh;Rainy Season;Regional Sampling;615;19;1;0615-0019.jpg;0615-0019-air-ATR.JDX;;;0,29;0,81;14,78;white;Fragment;PS;;Styrofoam;PSP;
